Learning Area,Element,Sub-element,Progression level,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Numeracy,Number sense and algebra,Proportional thinking,7,Flexible proportional thinking,NUM-NSA-PT2-L7-I01,1,identifies proportional relationships in formulas and uses proportional thinking flexibly to explore this relationship (e.g. recognises the proportional relationship between concentration and volume of a solution in the formula c = n/v and uses this relationship to make decisions when diluting solutions),identifies proportional relationships in formulas and uses proportional thinking flexibly to explore this relationship ,e.g. recognises the proportional relationship between concentration and volume of a solution in the formula c = n/v and uses this relationship to make decisions when diluting solutions),,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,7,Flexible proportional thinking,NUM-NSA-PT2-L7-I02,2,"identifies, represents and chooses appropriate strategies to solve percentage problems involving proportional thinking (e.g. percentage of a percentage for calculating successive discounts; uses percentages to calculate compound interest on loans and investments; uses percentage increases or decreases as an operator, such as a 3% increase is achieved by multiplying by 1.03, and 4 successive increases is achieved by multiplying by (1.03)^4 to make meaning of the formula)","identifies, represents and chooses appropriate strategies to solve percentage problems involving proportional thinking ","e.g. percentage of a percentage for calculating successive discounts; uses percentages to calculate compound interest on loans and investments; uses percentage increases or decreases as an operator, such as a 3% increase is achieved by multiplying by 1.03, and 4 successive increases is achieved by multiplying by (1.03)^4 to make meaning of the formula)",,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,1,Recognises patterns,NUM-NSA-NPA-L1-I01,1,identifies and describes patterns in everyday contexts (e.g. brick pattern in a wall or the colour sequence of a traffic light) ,identifies and describes patterns in everyday contexts ,e.g. brick pattern in a wall or the colour sequence of a traffic light) ,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,1,Recognises patterns,NUM-NSA-NPA-L1-I02,2,identifies “same” and “different” in comparisons ,identifies “same” and “different” in comparisons ,,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,1,Recognises patterns,NUM-NSA-NPA-L1-I03,3,copies simple patterns using shapes and objects,copies simple patterns using shapes and objects,,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,1,Recognises patterns,NUM-NSA-NPA-L1-I04,4,identifies numbers in standard pattern configurations without needing to count individual items (e.g. numbers represented on dominos or a standard dice),identifies numbers in standard pattern configurations without needing to count individual items ,e.g. numbers represented on dominos or a standard dice),Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,2,Identifying and creating patterns,NUM-NSA-NPA-L2-I01,1,"identifies the pattern unit with a simple repeating pattern (e.g. identifies the repeating pattern red, blue, red, blue with red then blue; identifies the repeating patterns in everyday activities, days of the week or seasons of the year)",identifies the pattern unit with a simple repeating pattern ,"e.g. identifies the repeating pattern red, blue, red, blue with red then blue; identifies the repeating patterns in everyday activities, days of the week or seasons of the year)",Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,2,Identifying and creating patterns,NUM-NSA-NPA-L2-I02,2,"continues and creates repeating patterns involving the repetition of a pattern unit with shapes, movements, sounds, physical and virtual materials and numbers (e.g. circle, square, circle, square; stamp, clap, stamp, clap; 1,2,3 1,2,3 1,2,3)","continues and creates repeating patterns involving the repetition of a pattern unit with shapes, movements, sounds, physical and virtual materials and numbers ","e.g. circle, square, circle, square; stamp, clap, stamp, clap; 1,2,3 1,2,3 1,2,3)",Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,2,Identifying and creating patterns,NUM-NSA-NPA-L2-I03,3,"identifies, continues and creates simple geometric patterns involving shapes, physical or virtual materials ","identifies, continues and creates simple geometric patterns involving shapes, physical or virtual materials ",,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,2,Identifying and creating patterns,NUM-NSA-NPA-L2-I04,4,"determines a missing element within a pattern involving shapes, physical or virtual materials","determines a missing element within a pattern involving shapes, physical or virtual materials",,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,2,Identifying and creating patterns,NUM-NSA-NPA-L2-I05,5,"conceptually subitises by identifying patterns in standard representations (e.g. patterns within ten-frames, uses finger patterns to represent a quantity)",conceptually subitises by identifying patterns in standard representations ,"e.g. patterns within ten-frames, uses finger patterns to represent a quantity)",Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,3,Continuing and generalising patterns,NUM-NSA-NPA-L3-I01,1,"represents growing patterns where the difference between each successive term is constant using physical or virtual materials, then summarising the pattern numerically (e.g. constructs a pattern using physical materials such as toothpicks, then summarises the number of toothpicks used as 4, 7, 10, 13 ...)","represents growing patterns where the difference between each successive term is constant using physical or virtual materials, then summarising the pattern numerically ","e.g. constructs a pattern using physical materials such as toothpicks, then summarises the number of toothpicks used as 4, 7, 10, 13 ...)",,Yes,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,3,Continuing and generalising patterns,NUM-NSA-NPA-L3-I02,2,"describes rules for replicating or continuing growing patterns where the difference between each successive term is the same (e.g. to determine the next number in the pattern 3, 6, 9, 12 … you add 3; for 20, 15, 10 … the rule is described as each term is generated by subtracting 5 from the previous term)",describes rules for replicating or continuing growing patterns where the difference between each successive term is the same ,"e.g. to determine the next number in the pattern 3, 6, 9, 12 … you add 3; for 20, 15, 10 … the rule is described as each term is generated by subtracting 5 from the previous term)",,Yes,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,3,Relational thinking,NUM-NSA-NPA-L3-I03,3,"uses the equals sign to represent “is equivalent to” or “is the same as” in number sentences (e.g. when asked to write an expression that is equivalent to 5 + 3, responds 6 + 2 and then writes 5 + 3 = 6 + 2)",uses the equals sign to represent “is equivalent to” or “is the same as” in number sentences ,"e.g. when asked to write an expression that is equivalent to 5 + 3, responds 6 + 2 and then writes 5 + 3 = 6 + 2)",,Yes,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,3,Relational thinking,NUM-NSA-NPA-L3-I04,4,solves number sentences involving unknowns using the inverse relationship between addition and subtraction (e.g. 3 + ? = 5 and knowing 5 − 3 = 2 then ? must be 2),solves number sentences involving unknowns using the inverse relationship between addition and subtraction ,e.g. 3 + ? = 5 and knowing 5 − 3 = 2 then ? must be 2),,Yes,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,4,Generalising patterns,NUM-NSA-NPA-L4-I01,1,"represents growing patterns where each successive term is determined by multiplying the previous term by a constant, using concrete materials, then summarises the pattern numerically (e.g. constructs a pattern using concrete materials such as tiles then summarises the pattern as 2, 6, 18, 54 ...) ","represents growing patterns where each successive term is determined by multiplying the previous term by a constant, using concrete materials, then summarises the pattern numerically ","e.g. constructs a pattern using concrete materials such as tiles then summarises the pattern as 2, 6, 18, 54 ...) ",,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,4,Generalising patterns,NUM-NSA-NPA-L4-I02,2,"describes rules for copying or continuing patterns where each successive term is found by multiplying or dividing the previous term by the same factor (e.g. to determine the next term in the pattern 1, 3, 9, 27 … multiply by 3)",describes rules for copying or continuing patterns where each successive term is found by multiplying or dividing the previous term by the same factor ,"e.g. to determine the next term in the pattern 1, 3, 9, 27 … multiply by 3)",,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,4,Relational thinking,NUM-NSA-NPA-L4-I03,3,uses relational thinking to determine the missing values in a number sentence (e.g. 6 + ? = 7 + 4) ,uses relational thinking to determine the missing values in a number sentence ,e.g. 6 + ? = 7 + 4) ,,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,4,Relational thinking,NUM-NSA-NPA-L4-I04,4,"uses equivalent number sentences involving addition or subtraction to calculate efficiently or to find an unknown (e.g. 527 + 96 = ? is the same as 527 + 100 − 4 = ? ; If 6 + ? = 8 + 3, then as I know 8 = 6 + 2, I can write 8 + 3 as 6 + 2 + 3, which is the same as 6 + 5 therefore ? is 5)",uses equivalent number sentences involving addition or subtraction to calculate efficiently or to find an unknown ,"e.g. 527 + 96 = ? is the same as 527 + 100 − 4 = ? ; If 6 + ? = 8 + 3, then as I know 8 = 6 + 2, I can write 8 + 3 as 6 + 2 + 3, which is the same as 6 + 5 therefore ? is 5)",,,,Yes,Yes,,,,,,
